encoder__Employment_Type_Self employed,encoder__Region_ID_R2,encoder__Region_ID_R3,encoder__Region_ID_R4,encoder__Region_ID_nan,remainder__Loan_Id,remainder__Disbursed_Amount,remainder__Asset_Cost,remainder__ltv,remainder__Branch_Id,remainder__City_Code,remainder__State_Code,remainder__Postal_Code,remainder__Date_of_Birth,remainder__DisbursalDate,remainder__MobileNo_Avl_Flag,remainder__Aadhar_flag,remainder__PAN_flag,remainder__VoterID_flag,remainder__Driving_flag,remainder__Passport_flag,remainder__PERFORM_CNS.SCORE,remainder__DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,remainder__CREDIT.HISTORY.LENGTH,remainder__NO.OF_INQUIRIES,remainder__State_Name,remainder__Loan_Default,Age
1.0,0.0,0.0,0.0,1.0,3311,44349,69909,65.08,20,CT22,ST14,453551,02-04-1994,04-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Madhya Pradesh,0,24
0.0,1.0,0.0,0.0,0.0,3312,45849,60741,76.55,61,CT19,ST12,570028,01-09-1995,03-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,22
1.0,1.0,0.0,0.0,0.0,3313,46349,63345,74.2,130,CT24,ST13,680503,26-09-1983,24-10-2018,1,1,0,0,0,0,691,0,1yrs 11mon,0,Kerala,0,35
0.0,0.0,0.0,0.0,1.0,3314,56459,64010,89.83,62,CT16,ST23,737101,01-01-1970,16-10-2018,1,1,0,0,0,0,738,0,3yrs 0mon,1,Sikkim,0,48
0.0,1.0,0.0,0.0,0.0,3315,47445,58990,83.57,73,CT10,ST12,560034,08-03-1971,11-08-2018,1,1,1,0,0,0,782,0,2yrs 10mon,0,Karnataka,0,47
0.0,1.0,0.0,0.0,0.0,3316,55259,72264,78.19,18,CT23,ST12,575001,17-03-1997,31-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,21
1.0,1.0,0.0,0.0,0.0,3317,38439,69683,57.4,103,CT23,ST12,575001,02-02-1978,27-10-2018,1,1,0,0,0,0,723,0,9yrs 8mon,0,Karnataka,0,40
1.0,1.0,0.0,0.0,0.0,3318,51278,63418,83.89,11,CT10,ST12,560034,01-01-1992,17-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,26
1.0,1.0,0.0,0.0,0.0,3319,46349,73000,64.38,2,CT29,ST24,632001,01-04-1997,13-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,Tamil Nadu,1,21
0.0,0.0,0.0,1.0,0.0,3320,67882,97200,72.02,68,CT17,ST07,391510,25-10-1965,23-08-2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,Gujarat,1,52
1.0,1.0,0.0,0.0,0.0,3321,46145,64920,73.94,11,CT04,ST24,642205,07-02-1990,18-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,28
0.0,0.0,0.0,0.0,1.0,3322,54259,79600,70.35,152,CT21,ST27,248141,23-01-1992,29-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttarakhand,0,26
1.0,0.0,1.0,0.0,0.0,3323,42735,54681,83.21,20,CT08,ST29,700027,01-01-1990,31-08-2018,1,1,0,0,0,0,17,0,0yrs 0mon,0,West Bengal,0,28
1.0,0.0,1.0,0.0,0.0,3324,50015,68230,77.94,138,CT27,ST11,832102,26-05-1983,31-08-2018,1,1,0,0,0,0,593,0,2yrs 2mon,0,Jharkhand,0,35
0.0,0.0,0.0,0.0,1.0,3325,51673,65522,82.42,61,CT20,ST28,208002,01-01-1968,23-10-2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,Uttar Pradesh,0,50
0.0,0.0,1.0,0.0,0.0,3326,74751,85025,89.97,2,CT27,ST11,832102,03-11-1990,16-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Jharkhand,0,27
0.0,1.0,0.0,0.0,0.0,3327,46349,64155,74.82,34,CT05,ST25,500004,09-09-1993,15-10-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Telangana,0,25
0.0,0.0,0.0,1.0,0.0,3328,48349,66970,74.66,159,CT02,ST15,411002,25-01-1995,12-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Maharashtra,0,23
1.0,0.0,0.0,0.0,0.0,3329,49349,70981,70.44,67,CT06,ST22,302029,24-07-1976,22-10-2018,1,1,0,0,0,0,771,0,0yrs 6mon,0,Rajasthan,0,42
0.0,0.0,0.0,0.0,1.0,3330,47645,63145,78.39,160,CT22,ST14,453551,20-03-1994,31-10-2018,1,1,1,0,0,0,501,0,1yrs 0mon,2,Madhya Pradesh,0,24
1.0,1.0,0.0,0.0,0.0,3331,52703,60406,89.4,67,CT23,ST12,575001,13-09-1967,21-08-2018,1,1,0,0,0,0,15,0,0yrs 0mon,0,Karnataka,0,50
0.0,1.0,0.0,0.0,0.0,3332,64213,76500,84.97,135,CT10,ST12,560034,30-05-1981,24-10-2018,1,1,0,0,0,0,680,0,1yrs 3mon,0,Karnataka,1,37
1.0,0.0,0.0,1.0,0.0,3333,55159,63667,88.9,73,CT26,ST15,431001,01-01-1981,03-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Maharashtra,1,37
0.0,0.0,0.0,0.0,1.0,3334,55259,91540,62.27,29,CT20,ST28,208002,11-02-1999,30-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,1,19
1.0,0.0,1.0,0.0,0.0,3335,55159,69700,80.92,79,CT28,ST11,834008,02-11-1973,21-10-2018,1,1,0,0,0,0,708,0,0yrs 5mon,0,Jharkhand,0,44
1.0,0.0,0.0,0.0,1.0,3336,51463,87160,60.99,36,CT16,ST23,737101,01-01-1989,04-08-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Sikkim,1,29
0.0,0.0,0.0,0.0,1.0,3337,77751,103964,75.99,136,CT21,ST27,248141,11-12-1973,11-10-2018,1,1,0,0,0,0,300,0,1yrs 11mon,0,Uttarakhand,1,44
0.0,1.0,0.0,0.0,0.0,3338,52553,68866,78.41,146,CT04,ST24,642205,01-01-1981,28-08-2018,1,1,0,0,0,0,768,0,5yrs 8mon,0,Tamil Nadu,0,37
1.0,0.0,1.0,0.0,0.0,3339,26406,48752,57.43,65,CT13,ST04,801110,17-12-1983,25-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Bihar,1,34
1.0,1.0,0.0,0.0,0.0,3340,64882,74000,89.86,2,CT05,ST25,500004,06-03-1982,10-08-2018,1,1,0,0,0,0,631,0,6yrs 2mon,0,Telangana,1,36
0.0,0.0,0.0,0.0,1.0,3341,56259,67001,86.57,16,CT22,ST14,453551,16-07-1987,30-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Madhya Pradesh,1,31
0.0,1.0,0.0,0.0,0.0,3342,50578,65500,80.15,77,CT10,ST12,560034,01-06-1964,03-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,54
0.0,1.0,0.0,0.0,0.0,3343,59547,72027,84.69,18,CT23,ST12,575001,07-11-1996,18-10-2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,Karnataka,0,21
0.0,0.0,0.0,1.0,0.0,3344,60947,78500,78.98,2,CT11,ST07,382460,08-06-1989,17-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,29
1.0,0.0,0.0,0.0,1.0,3345,43625,64959,71.12,36,CT12,ST28,201301,05-05-1970,31-08-2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,1,48
0.0,1.0,0.0,0.0,0.0,3346,71545,95352,77.5,260,CT03,ST24,600020,27-05-1993,30-10-2018,1,1,0,0,0,0,738,0,1yrs 2mon,0,Tamil Nadu,1,25
0.0,0.0,0.0,1.0,0.0,3347,45087,70300,68.14,36,CT11,ST07,382460,01-01-1992,31-08-2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,Gujarat,0,26
0.0,0.0,0.0,1.0,0.0,3348,58159,67036,89.35,19,CT01,ST15,400001,03-06-1976,12-08-2018,1,1,0,0,0,0,618,0,1yrs 0mon,0,Maharashtra,0,42
0.0,1.0,0.0,0.0,0.0,3349,49478,60615,83.97,153,CT19,ST12,570028,01-01-1976,20-09-2018,1,1,0,0,0,0,825,0,1yrs 5mon,0,Karnataka,0,42
0.0,0.0,0.0,1.0,0.0,3350,65869,80862,83.35,13,CT11,ST07,382460,19-06-1995,12-10-2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,Gujarat,1,23
1.0,0.0,0.0,0.0,0.0,3351,42189,67351,67.68,5,CT06,ST22,302029,29-03-1972,21-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Rajasthan,0,46
1.0,0.0,0.0,0.0,1.0,3352,58959,73327,81.83,64,CT12,ST28,201301,01-01-1985,30-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,33
1.0,1.0,0.0,0.0,0.0,3353,30300,46035,67.34,64,CT23,ST12,575001,10-05-1960,18-09-2018,1,1,0,0,0,0,774,0,1yrs 4mon,0,Karnataka,0,58
0.0,0.0,0.0,0.0,1.0,3354,42594,66433,65.78,65,CT21,ST27,248141,02-01-1983,25-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Uttarakhand,0,35
1.0,0.0,0.0,0.0,0.0,3355,58013,73041,80.78,147,CT09,ST34,110039,01-01-1970,31-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Delhi,1,48
1.0,0.0,0.0,0.0,1.0,3356,46849,67751,70.85,14,CT22,ST14,453551,18-08-1992,23-09-2018,1,1,0,0,0,0,551,0,1yrs 3mon,0,Madhya Pradesh,1,26
0.0,1.0,0.0,0.0,0.0,3357,94030,109446,89.54,82,CT03,ST24,600020,01-01-1972,21-10-2018,1,1,0,0,0,0,737,0,0yrs 3mon,0,Tamil Nadu,1,46
0.0,0.0,0.0,0.0,1.0,3358,72917,88209,84.46,147,CT20,ST28,208002,01-01-1979,23-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,1,39
0.0,0.0,0.0,1.0,0.0,3359,89443,111933,81.3,19,CT14,ST07,394651,21-06-1993,03-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,25
1.0,0.0,0.0,1.0,0.0,3360,114927,172309,69.64,1,CT17,ST07,391510,05-12-1965,26-10-2018,1,1,0,1,0,0,642,0,2yrs 8mon,2,Gujarat,0,52
0.0,1.0,0.0,0.0,0.0,3361,53303,69450,79.19,16,CT25,ST01,524225,15-04-1982,25-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Andhra Pradesh,0,36
1.0,0.0,0.0,1.0,0.0,3362,53253,65215,84.34,34,CT02,ST15,411002,20-12-1992,24-09-2018,1,0,0,1,0,0,737,0,1yrs 3mon,0,Maharashtra,0,25
0.0,1.0,0.0,0.0,0.0,3363,58259,71910,82.05,138,CT07,ST13,682001,15-09-1989,01-08-2018,1,1,0,0,0,0,680,0,0yrs 7mon,1,Kerala,0,28
1.0,0.0,0.0,0.0,0.0,3364,59259,74500,80.54,146,CT18,ST21,141003,01-01-1987,30-10-2018,1,1,0,0,0,0,511,1,6yrs 10mon,1,Punjab,0,31
0.0,0.0,1.0,0.0,0.0,3365,49292,65714,77.93,254,CT08,ST29,700027,31-12-1977,18-08-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,West Bengal,1,40
0.0,0.0,1.0,0.0,0.0,3366,52978,64676,84.88,105,CT08,ST29,700027,21-06-1975,28-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,West Bengal,1,43
0.0,0.0,0.0,1.0,0.0,3367,49583,66704,75.38,72,CT17,ST07,391510,07-03-1994,24-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,24
0.0,1.0,0.0,0.0,0.0,3368,52303,69143,78.1,16,CT19,ST12,570028,09-05-1988,07-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,Karnataka,0,30
0.0,1.0,0.0,0.0,0.0,3369,34639,72225,48.74,2,CT07,ST13,682001,16-03-1997,08-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Kerala,0,21
1.0,1.0,0.0,0.0,0.0,3370,70637,83327,88.81,64,CT03,ST24,600020,01-01-1984,13-10-2018,1,1,0,0,0,0,17,1,0yrs 2mon,0,Tamil Nadu,1,34
0.0,1.0,0.0,0.0,0.0,3371,61013,88346,70.86,67,CT10,ST12,560034,01-01-1981,31-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,37
1.0,1.0,0.0,0.0,0.0,3372,72317,121000,61.57,11,CT05,ST25,500004,19-07-1995,06-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Telangana,0,23
1.0,0.0,1.0,0.0,0.0,3373,57659,66097,89.26,67,CT27,ST11,832102,14-01-1989,17-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Jharkhand,1,29
1.0,0.0,0.0,0.0,0.0,3374,68882,98000,71.43,2,CT09,ST34,110039,23-08-1995,03-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Delhi,0,23
0.0,1.0,0.0,0.0,0.0,3375,54759,64450,87.66,68,CT23,ST12,575001,06-05-1967,22-10-2018,1,1,0,0,0,0,666,0,4yrs 0mon,0,Karnataka,0,51
0.0,0.0,0.0,1.0,0.0,3376,65669,80000,83.75,48,CT02,ST15,411002,01-01-1982,27-10-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Maharashtra,0,36
1.0,1.0,0.0,0.0,0.0,3377,62977,75623,85.0,13,CT24,ST13,680503,17-11-1987,27-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Kerala,0,30
0.0,0.0,0.0,0.0,1.0,3378,66882,92300,74.76,135,CT16,ST23,737101,04-07-1987,15-09-2018,1,1,0,0,0,0,450,2,2yrs 1mon,0,Sikkim,0,31
0.0,0.0,1.0,0.0,0.0,3379,77807,109807,72.31,8,CT08,ST29,700027,08-11-1991,24-10-2018,1,1,0,0,0,0,749,0,1yrs 11mon,0,West Bengal,0,26
1.0,0.0,0.0,1.0,0.0,3380,52303,71416,74.21,35,CT11,ST07,382460,04-05-1991,04-10-2018,1,1,0,0,0,0,16,0,2yrs 4mon,0,Gujarat,1,27
1.0,1.0,0.0,0.0,0.0,3381,55812,66533,85.0,34,CT29,ST24,632001,01-06-1972,29-10-2018,1,1,0,0,0,0,542,1,1yrs 1mon,0,Tamil Nadu,0,46
0.0,1.0,0.0,0.0,0.0,3382,63447,73715,88.18,13,CT07,ST13,682001,22-11-1986,10-09-2018,1,1,0,0,0,0,439,0,2yrs 1mon,1,Kerala,0,31
1.0,1.0,0.0,0.0,0.0,3383,40360,53750,79.07,70,CT10,ST12,560034,01-01-1978,23-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,40
1.0,0.0,1.0,0.0,0.0,3384,46820,67470,72.62,8,CT15,ST20,751022,04-01-1982,27-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Odisha,0,36
1.0,0.0,1.0,0.0,0.0,3385,37359,52592,74.16,138,CT13,ST04,801110,08-06-1983,31-10-2018,1,1,0,0,0,0,604,0,2yrs 8mon,4,Bihar,0,35
0.0,1.0,0.0,0.0,0.0,3386,34305,69046,53.16,35,CT05,ST25,500004,02-06-1995,17-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Telangana,0,23
0.0,0.0,0.0,1.0,0.0,3387,57113,65014,89.98,18,CT17,ST07,391510,08-08-1992,18-09-2018,1,1,0,0,0,0,825,0,0yrs 7mon,0,Gujarat,0,26
0.0,0.0,0.0,1.0,0.0,3388,59259,72595,82.65,76,CT01,ST15,400001,03-11-1976,26-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Maharashtra,0,41
1.0,0.0,0.0,0.0,1.0,3389,79036,132028,62.49,36,CT21,ST27,248141,01-01-1970,18-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Uttarakhand,1,48
0.0,0.0,0.0,1.0,0.0,3390,55659,75271,75.73,67,CT11,ST07,382460,01-01-1995,25-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Gujarat,0,23
0.0,0.0,0.0,1.0,0.0,3391,67682,91332,76.64,68,CT02,ST15,411002,31-05-1958,26-10-2018,1,1,0,0,0,0,719,0,2yrs 4mon,0,Maharashtra,0,60
1.0,1.0,0.0,0.0,0.0,3392,70067,84864,84.84,5,CT10,ST12,560034,01-09-1982,20-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,36
1.0,1.0,0.0,0.0,0.0,3393,52478,75804,72.56,7,CT04,ST24,642205,02-09-1978,23-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,40
1.0,1.0,0.0,0.0,0.0,3394,56013,115071,49.53,152,CT24,ST13,680503,14-09-1995,30-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Kerala,0,23
1.0,1.0,0.0,0.0,0.0,3395,45315,62320,74.94,10,CT24,ST13,680503,15-05-1980,14-09-2018,1,1,0,0,0,0,16,0,3yrs 2mon,0,Kerala,0,38
1.0,1.0,0.0,0.0,0.0,3396,56759,71589,81.72,160,CT04,ST24,642205,07-06-1956,25-09-2018,1,1,1,0,0,0,582,1,9yrs 8mon,0,Tamil Nadu,0,62
1.0,0.0,1.0,0.0,0.0,3397,56259,64655,88.16,5,CT08,ST29,700027,18-10-1968,11-08-2018,1,1,0,0,0,0,825,0,2yrs 1mon,0,West Bengal,0,49
0.0,0.0,1.0,0.0,0.0,3398,71817,116824,63.34,36,CT15,ST20,751022,10-02-1991,22-09-2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,Odisha,0,27
1.0,1.0,0.0,0.0,0.0,3399,49578,56715,89.92,153,CT04,ST24,642205,01-01-1976,10-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,42
1.0,1.0,0.0,0.0,0.0,3400,38439,67000,58.21,258,CT29,ST24,632001,07-08-1979,31-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,0,39
0.0,1.0,0.0,0.0,0.0,3401,47145,60742,80.67,19,CT03,ST24,600020,20-06-1993,26-09-2018,1,1,0,0,0,0,570,0,0yrs 4mon,1,Tamil Nadu,1,25
1.0,0.0,0.0,1.0,0.0,3402,45149,63208,74.36,78,CT17,ST07,391510,01-01-1970,31-10-2018,1,1,0,0,0,0,567,0,7yrs 0mon,0,Gujarat,0,48
1.0,0.0,1.0,0.0,0.0,3403,72817,106551,69.45,120,CT13,ST04,801110,01-01-1994,30-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Bihar,0,24
0.0,0.0,0.0,1.0,0.0,3404,63947,75866,85.68,146,CT01,ST15,400001,24-11-1987,25-09-2018,1,1,0,0,0,0,16,0,1yrs 1mon,0,Maharashtra,0,30
1.0,0.0,0.0,0.0,1.0,3405,39910,93346,43.6,77,CT20,ST28,208002,15-08-1977,20-10-2018,1,1,0,0,0,0,579,0,3yrs 0mon,0,Uttar Pradesh,0,41
1.0,0.0,1.0,0.0,0.0,3406,51903,77100,68.22,29,CT13,ST04,801110,01-01-1992,24-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Bihar,0,26
1.0,0.0,0.0,1.0,0.0,3407,31052,66512,49.62,120,CT02,ST15,411002,01-01-1989,30-08-2018,1,1,0,0,0,0,825,0,1yrs 6mon,0,Maharashtra,1,29
0.0,1.0,0.0,0.0,0.0,3408,62133,77023,84.39,5,CT04,ST24,642205,22-02-1986,12-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,0,32
0.0,0.0,0.0,0.0,1.0,3409,46848,64539,77.47,3,CT22,ST14,453551,01-01-1986,13-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Madhya Pradesh,0,32
0.0,0.0,0.0,1.0,0.0,3410,64882,78000,84.62,2,CT17,ST07,391510,09-12-1975,24-09-2018,1,1,0,0,0,0,825,0,7yrs 11mon,0,Gujarat,0,42
0.0,0.0,0.0,1.0,0.0,3411,59547,70981,85.0,67,CT11,ST07,382460,01-01-1974,22-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,44
1.0,0.0,0.0,1.0,0.0,3412,56159,66393,87.21,250,CT17,ST07,391510,01-01-1979,31-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,39
1.0,0.0,0.0,0.0,1.0,3413,39894,62188,67.54,34,CT21,ST27,248141,10-02-1978,24-08-2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,Uttarakhand,0,40
1.0,1.0,0.0,0.0,0.0,3414,71817,87500,83.43,2,CT29,ST24,632001,10-06-1971,29-10-2018,1,1,0,0,0,0,17,0,0yrs 2mon,0,Tamil Nadu,0,47
1.0,1.0,0.0,0.0,0.0,3415,47745,93496,53.05,65,CT23,ST12,575001,01-10-1986,20-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Karnataka,0,31
0.0,0.0,0.0,0.0,1.0,3416,50803,64091,82.69,68,CT16,ST23,737101,08-08-1992,25-10-2018,1,1,0,0,0,0,499,0,2yrs 3mon,0,Sikkim,1,26
0.0,0.0,0.0,1.0,0.0,3417,65882,113700,59.81,152,CT11,ST07,382460,14-02-1998,12-10-2018,1,1,0,0,0,0,685,0,6yrs 1mon,0,Gujarat,0,20
0.0,0.0,0.0,1.0,0.0,3418,59685,71144,85.0,19,CT02,ST15,411002,08-05-1976,19-10-2018,1,1,0,0,0,0,763,0,2yrs 0mon,1,Maharashtra,1,42
1.0,0.0,1.0,0.0,0.0,3419,37039,52761,72.21,72,CT13,ST04,801110,01-03-1972,04-08-2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,Bihar,0,46
1.0,0.0,0.0,0.0,1.0,3420,74823,98541,78.95,74,CT12,ST28,201301,19-05-1978,13-10-2018,1,1,0,0,0,0,615,0,3yrs 0mon,1,Uttar Pradesh,0,40
0.0,0.0,1.0,0.0,0.0,3421,39894,61127,67.07,3,CT13,ST04,801110,27-08-1994,07-08-2018,1,1,0,0,0,0,16,0,1yrs 6mon,0,Bihar,0,23
1.0,1.0,0.0,0.0,0.0,3422,57759,70721,84.84,5,CT19,ST12,570028,01-01-1978,08-09-2018,1,1,0,0,0,0,825,0,1yrs 6mon,0,Karnataka,1,40
1.0,0.0,0.0,1.0,0.0,3423,64213,76514,84.95,147,CT02,ST15,411002,05-09-1997,23-10-2018,1,1,0,0,0,0,752,0,0yrs 6mon,0,Maharashtra,1,21
1.0,1.0,0.0,0.0,0.0,3424,57259,73356,80.43,135,CT19,ST12,570028,01-06-1994,31-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,1,24
0.0,0.0,0.0,1.0,0.0,3425,58647,67449,89.99,1,CT11,ST07,382460,06-03-1999,26-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,19
0.0,1.0,0.0,0.0,0.0,3426,63213,75546,84.72,147,CT29,ST24,632001,01-01-1980,25-10-2018,1,1,0,0,0,0,825,0,1yrs 11mon,2,Tamil Nadu,1,38
1.0,1.0,0.0,0.0,0.0,3427,66569,77525,87.71,67,CT29,ST24,632001,21-08-1994,15-10-2018,1,1,0,0,0,0,656,0,1yrs 6mon,2,Tamil Nadu,1,24
1.0,0.0,0.0,0.0,0.0,3428,63947,77556,83.81,36,CT18,ST21,141003,01-01-1983,29-10-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Punjab,0,35
1.0,0.0,0.0,0.0,0.0,3429,62947,78385,82.92,255,CT18,ST21,141003,01-01-1986,22-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Punjab,0,32
0.0,0.0,0.0,1.0,0.0,3430,47549,66900,72.94,67,CT14,ST07,394651,17-06-1997,26-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,21
1.0,0.0,1.0,0.0,0.0,3431,79627,108500,74.93,2,CT13,ST04,801110,10-05-1992,31-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Bihar,0,26
0.0,1.0,0.0,0.0,0.0,3432,52303,65998,80.31,146,CT29,ST24,632001,01-01-1971,23-10-2018,1,1,0,0,0,0,654,2,2yrs 6mon,0,Tamil Nadu,0,47
1.0,0.0,0.0,0.0,0.0,3433,56259,109400,53.02,7,CT18,ST21,141003,20-03-1991,04-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Punjab,0,27
0.0,0.0,0.0,0.0,0.0,3434,60413,111377,54.95,2,CT09,ST34,110039,14-06-1989,14-10-2018,1,1,0,0,0,0,578,1,2yrs 0mon,0,Delhi,0,29
1.0,0.0,0.0,1.0,0.0,3435,49349,75236,66.46,9,CT17,ST07,391510,10-07-1974,25-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,44
0.0,0.0,1.0,0.0,0.0,3436,37439,66194,58.92,19,CT08,ST29,700027,04-03-1971,15-09-2018,1,1,0,0,0,0,710,0,0yrs 6mon,0,West Bengal,0,47
1.0,0.0,0.0,1.0,0.0,3437,59763,68230,89.84,138,CT14,ST07,394651,03-10-1976,06-08-2018,1,1,0,0,0,0,825,0,1yrs 3mon,0,Gujarat,0,41
1.0,0.0,0.0,0.0,1.0,3438,48243,68613,75.79,138,CT16,ST23,737101,10-04-1978,18-08-2018,1,1,0,0,0,0,583,1,1yrs 6mon,0,Sikkim,0,40
1.0,1.0,0.0,0.0,0.0,3439,50303,73850,70.41,68,CT19,ST12,570028,05-06-1979,23-09-2018,1,1,0,0,0,0,743,0,1yrs 7mon,0,Karnataka,0,39
1.0,0.0,0.0,0.0,1.0,3440,62386,79173,79.79,36,CT21,ST27,248141,09-03-1982,08-10-2018,1,0,1,1,0,0,678,0,0yrs 10mon,0,Uttarakhand,1,36
1.0,0.0,0.0,1.0,0.0,3441,53078,70224,78.32,42,CT14,ST07,394651,19-04-1970,23-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,1,48
1.0,0.0,0.0,1.0,0.0,3442,59599,77487,80.53,20,CT17,ST07,391510,01-01-1992,24-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,1,26
1.0,1.0,0.0,0.0,0.0,3443,63213,89438,71.56,136,CT29,ST24,632001,30-05-1981,06-09-2018,1,1,0,0,0,0,653,0,1yrs 4mon,0,Tamil Nadu,0,37
0.0,1.0,0.0,0.0,0.0,3444,59313,75910,79.7,136,CT19,ST12,570028,18-02-1987,17-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,Karnataka,0,31
1.0,1.0,0.0,0.0,0.0,3445,39822,72515,56.54,67,CT19,ST12,570028,20-06-1995,22-10-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Karnataka,0,23
1.0,0.0,0.0,0.0,1.0,3446,53078,70189,78.36,74,CT21,ST27,248141,01-08-1993,31-08-2018,1,1,1,0,0,0,15,1,0yrs 2mon,0,Uttarakhand,0,25
1.0,0.0,0.0,0.0,0.0,3447,54303,69662,78.95,9,CT18,ST21,141003,25-06-1992,22-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Punjab,0,26
1.0,1.0,0.0,0.0,0.0,3448,38793,62793,64.18,65,CT19,ST12,570028,01-10-1961,07-08-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Karnataka,1,56
1.0,0.0,0.0,0.0,1.0,3449,53359,66110,83.35,67,CT22,ST14,453551,05-08-1983,14-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Madhya Pradesh,0,35
